Route Name,Route Link,Total Buses,Operator,Bus Type,Departure Time,Boarding Point,Duration,Arrival Time,Dropping Point,Ratings,Fare,Seats Available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,APSRTC - 3279,VENNELA (A.C. SLEEPER),23:25,Kukatpally,06h 05m,05:30,Rtc bus stand,4.2,INR 839,24 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,APSRTC - 3514,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,Kukatpally,06h 50m,06:20,Benz Circle,3.7,INR 469,32 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,APSRTC - 3658,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:30,Miyapur,05h 35m,05:05,IBRAHIMPATNAM-VJA,3.7,INR 720,43 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,APSRTC - 35270,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:45,Miyapur,05h 20m,05:05,Guntupalli,4.1,INR 720,45 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,APSRTC - 3887,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),23:55,Shamshabad,06h 05m,06:00,Rtc bus stand,4.1,INR 633,42 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 16262,eGARUDA,10:40,Kukatpally,06h 50m,17:30,PNBS-VJA,2.6,INR 533,29 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 30610,Rajdhani (AC Semi Sleeper 2+2),10:40,Ameerpet,06h 20m,17:00,PNBS-VJA,2.1,INR 480,19 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 89115,Super Luxury (Non AC Seater 2+2 Push Back),10:40,Hayathnagar,04h 20m,15:00,PNBS-VJA,3.1,INR 440,30 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 14462,eGARUDA,10:40,Hayathnagar,04h 50m,15:30,PNBS-VJA,3.7,INR 533,25 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 41462,Super Luxury (Non AC Seater 2+2 Push Back),10:45,Central Bus Station (CBS),05h 30m,16:15,PNBS-VJA,3.4,INR 440,28 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 41262,Super Luxury (Non AC Seater 2+2 Push Back),10:45,LB Nagar,05h 00m,15:45,PNBS-VJA,2.7,INR 440,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 40477,Super Luxury (Non AC Seater 2+2 Push Back),11:15,Jubilee Bus Station JBS,06h 30m,17:45,PNBS-VJA,4.4,INR 440,30 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 41662,Super Luxury (Non AC Seater 2+2 Push Back),11:15,Central Bus Station (CBS),05h 30m,16:45,PNBS-VJA,4.5,INR 440,30 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 7662,Super Luxury (Non AC Seater 2+2 Push Back),11:20,Central Bus Station (CBS),05h 30m,16:50,PNBS-VJA,3.3,INR 440,25 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 12062,eGARUDA,11:20,Kukatpally,06h 50m,18:10,PNBS-VJA,3.6,INR 533,32 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 30810,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),11:20,Kukatpally,06h 40m,18:00,PNBS-VJA,2.6,INR 533,36 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1916,Super Luxury (Non AC Seater 2+2 Push Back),11:30,Jeedimetla,07h 30m,19:00,PNBS-VJA,3.1,INR 440,30 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 41231,Super Luxury (Non AC Seater 2+2 Push Back),11:45,Central Bus Station (CBS),05h 30m,17:15,PNBS-VJA,3.1,INR 440,26 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 13662,eGARUDA,11:55,Kukatpally,06h 50m,18:45,PNBS-VJA,2.7,INR 533,33 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1615,Super Luxury (Non AC Seater 2+2 Push Back),12:00,Medchal,07h 30m,19:30,PNBS-VJA,3.1,INR 440,30 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1423,Rajdhani (AC Semi Sleeper 2+2),12:40,Kukatpally,06h 50m,19:30,PNBS-VJA,2.8,INR 480,30 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 41431,Super Luxury (Non AC Seater 2+2 Push Back),12:45,Central Bus Station (CBS),05h 30m,18:15,PNBS-VJA,2.7,INR 440,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 9884,Super Luxury (Non AC Seater 2+2 Push Back),12:55,Kukatpally,06h 50m,19:45,PNBS-VJA,3.3,INR 440,29 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 41631,Super Luxury (Non AC Seater 2+2 Push Back),13:15,Central Bus Station (CBS),05h 30m,18:45,PNBS-VJA,3.0,INR 440,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 41831,Super Luxury (Non AC Seater 2+2 Push Back),13:45,Central Bus Station (CBS),05h 30m,19:15,PNBS-VJA,3.7,INR 440,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1593,RAJDHANI (A.C. Semi Sleeper),14:00,Jubilee Bus Station JBS,06h 30m,20:30,PNBS-VJA,2.5,INR 480,35 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 7741,Super Luxury (Non AC Seater 2+2 Push Back),14:05,Jubilee Bus Station JBS,07h 05m,21:10,PNBS-VJA,3.1,INR 440,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 40810,Super Luxury (Non AC Seater 2+2 Push Back),14:10,Kukatpally,06h 35m,20:45,PNBS-VJA,2.2,INR 440,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1739,Rajdhani (AC Semi Sleeper 2+2),14:30,Central Bus Station (CBS),05h 30m,20:00,PNBS-VJA,1.7,INR 480,30 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 41010,Rajdhani (AC Semi Sleeper 2+2),14:40,Kukatpally,06h 35m,21:15,PNBS-VJA,3.1,INR 480,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 42031,Super Luxury (Non AC Seater 2+2 Push Back),14:45,Central Bus Station (CBS),05h 30m,20:15,PNBS-VJA,3.7,INR 440,30 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 7761,Super Luxury (Non AC Seater 2+2 Push Back),14:50,Jubilee Bus Station JBS,07h 20m,22:10,PNBS-VJA,2.3,INR 440,33 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 31062,RAJDHANI (A.C. Semi Sleeper),15:05,Kukatpally,06h 55m,22:00,PNBS-VJA,2.6,INR 480,33 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 40410,Super Luxury (Non AC Seater 2+2 Push Back),15:10,Kukatpally,30h 35m,21:45,PNBS-VJA,3.0,INR 440,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1585,RAJDHANI (A.C. Semi Sleeper),15:30,Central Bus Station (CBS),05h 30m,21:00,PNBS-VJA,2.9,INR 480,35 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1504,Rajdhani (AC Semi Sleeper 2+2),15:35,Kukatpally,06h 45m,22:20,PNBS-VJA,2.1,INR 480,30 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 9933,Super Luxury (Non AC Seater 2+2 Push Back),15:40,Kukatpally,06h 50m,22:30,PNBS-VJA,3.4,INR 440,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 2042,LAHARI A/C SLEEPER CUM SEATER,15:50,Kukatpally,06h 20m,22:10,PNBS-VJA,2.3,INR 483,35 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1449,RAJDHANI (A.C. Semi Sleeper),16:00,Central Bus Station (CBS),05h 30m,21:30,PNBS-VJA,1.8,INR 480,35 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 41610,Rajdhani (AC Semi Sleeper 2+2),16:10,Kukatpally,06h 40m,22:50,PNBS-VJA,2.2,INR 480,29 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1502,Rajdhani (AC Semi Sleeper 2+2),16:10,Kukatpally,06h 50m,23:00,PNBS-VJA,1.8,INR 480,32 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 41862,Super Luxury (Non AC Seater 2+2 Push Back),16:20,Kukatpally,06h 50m,23:10,PNBS-VJA,2.6,INR 440,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 42662,Super Luxury (Non AC Seater 2+2 Push Back),16:40,Kukatpally,06h 50m,23:30,PNBS-VJA,3.4,INR 440,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 6552,Rajdhani (AC Semi Sleeper 2+2),16:45,Kukatpally,06h 35m,23:20,PNBS-VJA,2.9,INR 480,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 42062,Super Luxury (Non AC Seater 2+2 Push Back),17:00,Kukatpally,06h 50m,23:50,PNBS-VJA,3.3,INR 440,33 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 8002,Lahari Non A/C Sleeper Cum Seater,17:00,Jubilee Bus Station JBS,08h 00m,01:00,PNBS-VJA,2.4,INR 354,36 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1627,Rajdhani (AC Semi Sleeper 2+2),17:10,Kukatpally,06h 30m,23:40,PNBS-VJA,3.3,INR 480,30 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 42462,Super Luxury (Non AC Seater 2+2 Push Back),17:20,Kukatpally,06h 50m,00:10,PNBS-VJA,2.4,INR 440,30 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 41810,Rajdhani (AC Semi Sleeper 2+2),17:50,Kukatpally,06h 35m,00:25,PNBS-VJA,1.9,INR 480,30 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 9698,Lahari A/C sleeper,17:50,Kukatpally,06h 50m,00:40,PNBS-VJA,3.7,INR 657,26 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 43062,Super Luxury (Non AC Seater 2+2 Push Back),18:00,Kukatpally,06h 50m,00:50,PNBS-VJA,1.6,INR 440,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1757,Super Luxury (Non AC Seater 2+2 Push Back),18:30,Neredmet,07h 35m,02:05,PNBS-VJA,3.9,INR 352,21 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1417,RAJDHANI (A.C. Semi Sleeper),18:30,Central Bus Station (CBS),05h 29m,23:59,PNBS-VJA,2.1,INR 480,32 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 41410,Super Luxury (Non AC Seater 2+2 Push Back),18:30,Kukatpally,06h 40m,01:10,PNBS-VJA,2.6,INR 440,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1401,RAJDHANI (A.C. Semi Sleeper),18:30,Kukatpally,06h 50m,01:20,PNBS-VJA,1.9,INR 480,35 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 7620,Super Luxury (Non AC Seater 2+2 Push Back),18:50,Jubilee Bus Station JBS,06h 20m,01:10,PNBS-VJA,4.2,INR 440,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 42262,Super Luxury (Non AC Seater 2+2 Push Back),19:00,Kukatpally,06h 50m,01:50,PNBS-VJA,1.6,INR 440,30 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 9929,Super Luxury (Non AC Seater 2+2 Push Back),19:05,Kukatpally,06h 30m,01:35,PNBS-VJA,4.3,INR 352,28 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 9882,Lahari Non A/C Sleeper Cum Seater,19:20,Kukatpally,06h 50m,02:10,PNBS-VJA,3.5,INR 442,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1373,RAJDHANI (A.C. Semi Sleeper),19:25,Kukatpally,06h 55m,02:20,PNBS-VJA,2.0,INR 480,35 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 9807,Lahari A/C sleeper,19:25,Kukatpally,06h 05m,01:30,PNBS-VJA,4.1,INR 657,18 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1548,Rajdhani (AC Semi Sleeper 2+2),19:25,Kukatpally,06h 35m,02:00,PNBS-VJA,2.8,INR 480,32 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1469,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,Kukatpally,07h 00m,02:30,PNBS-VJA,3.2,INR 440,43 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1781,RAJDHANI (A.C. Semi Sleeper),19:30,Central Bus Station (CBS),05h 30m,01:00,PNBS-VJA,1.8,INR 480,33 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 9886,Rajdhani (AC Semi Sleeper 2+2),19:42,Kukatpally,06h 58m,02:40,PNBS-VJA,2.4,INR 480,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 43262,Super Luxury (Non AC Seater 2+2 Push Back),20:00,Kukatpally,06h 50m,02:50,PNBS-VJA,3.0,INR 440,28 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 7692,Super Luxury (Non AC Seater 2+2 Push Back),20:05,Jubilee Bus Station JBS,06h 45m,02:50,PNBS-VJA,3.2,INR 440,33 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 9919,Super Luxury (Non AC Seater 2+2 Push Back),20:15,Kukatpally,06h 35m,02:50,PNBS-VJA,4.8,INR 356,21 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 4077,Rajdhani (AC Semi Sleeper 2+2),20:20,Kukatpally,06h 50m,03:10,PNBS-VJA,3.8,INR 480,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1589,RAJDHANI (A.C. Semi Sleeper),20:40,Kukatpally,06h 50m,03:30,PNBS-VJA,1.6,INR 480,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 7771,Super Luxury (Non AC Seater 2+2 Push Back),20:45,Jubilee Bus Station JBS,06h 45m,03:30,PNBS-VJA,4.0,INR 352,29 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1958,Rajdhani (AC Semi Sleeper 2+2),21:00,Bhel,07h 30m,04:30,PNBS-VJA,3.4,INR 487,30 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 42010,Super Luxury (Non AC Seater 2+2 Push Back),21:20,Kukatpally,06h 30m,03:50,PNBS-VJA,1.7,INR 440,30 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 42862,Super Luxury (Non AC Seater 2+2 Push Back),21:30,Kukatpally,06h 50m,04:20,PNBS-VJA,2.6,INR 440,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 9880,Super Luxury (Non AC Seater 2+2 Push Back),21:35,Kukatpally,06h 05m,03:40,PNBS-VJA,4.1,INR 352,5 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1389,Super Luxury (Non AC Seater 2+2 Push Back),21:40,Kukatpally,06h 50m,04:30,PNBS-VJA,3.1,INR 440,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 7769,Super Luxury (Non AC Seater 2+2 Push Back),21:50,Jubilee Bus Station JBS,06h 40m,04:30,PNBS-VJA,3.6,INR 352,26 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 5965,Rajdhani (AC Semi Sleeper 2+2),22:15,Kukatpally,06h 35m,04:50,PNBS-VJA,1.9,INR 480,30 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 9922,Super Luxury (Non AC Seater 2+2 Push Back),22:20,Kukatpally,06h 50m,05:10,PNBS-VJA,4.0,INR 440,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 17862,eGARUDA,22:25,Kukatpally,06h 35m,05:00,PNBS-VJA,3.2,INR 533,33 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 40077,Super Luxury (Non AC Seater 2+2 Push Back),22:30,Jubilee Bus Station JBS,06h 30m,05:00,PNBS-VJA,4.3,INR 440,29 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1179,Super Luxury (Non AC Seater 2+2 Push Back),22:40,Kukatpally,06h 35m,05:15,PNBS-VJA,3.1,INR 440,31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1581,RAJDHANI (A.C. Semi Sleeper),22:50,Jubilee Bus Station JBS,06h 30m,05:20,PNBS-VJA,3.4,INR 480,32 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 17062,eGARUDA,22:55,Kukatpally,06h 00m,04:55,PNBS-VJA,2.9,INR 533,32 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 7773,Lahari Non A/C Sleeper Cum Seater,23:10,Jubilee Bus Station JBS,06h 20m,05:30,PNBS-VJA,3.1,INR 354,26 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 40062,Super Luxury (Non AC Seater 2+2 Push Back),23:10,Kukatpally,06h 50m,06:00,PNBS-VJA,3.2,INR 440,29 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 40031,Super Luxury (Non AC Seater 2+2 Push Back),23:10,Central Bus Station (CBS),05h 30m,04:40,PNBS-VJA,3.4,INR 440,29 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 18662,eGARUDA,23:15,Kukatpally,06h 45m,06:00,PNBS-VJA,3.4,INR 533,33 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,TGSRTC - 1649,RAJDHANI (A.C. Semi Sleeper),23:35,Central Bus Station (CBS),05h 30m,05:05,PNBS-VJA,3.7,INR 480,27 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,FRESHBUS,Electric A/C Seater (2+2),23:40,Kukatpally,06h 15m,05:55,Benz Circle,4.7,"Starts from
INR 499 399",29 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,FRESHBUS,Electric A/C Seater (2+2),10:40,SR Nagar,06h 45m,17:25,Rtc bus stand,4.7,"Starts from
INR 439 339",21 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,FRESHBUS,Electric A/C Seater (2+2),11:20,Kukatpally,06h 55m,18:15,Rtc bus stand,4.7,"Starts from
INR 439 339",22 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,AdIntrCity SmartBus,A/C Seater / Sleeper (2+1),23:05,Kukatpally,06h 55m,06:00,Benz Circle,4.4,"Starts from
INR 409",26 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,FRESHBUS,Electric A/C Seater (2+2),23:20,Kukatpally,06h 25m,05:45,Benz Circle,4.6,"Starts from
INR 498 398",22 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,FRESHBUS,Electric A/C Seater (2+2),22:35,Kukatpally,06h 30m,05:05,Benz Circle,4.7,"Starts from
INR 499 399",30 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:05,Kukatpally,06h 25m,05:30,Benz Circle,4.5,"Starts from
INR 439",32 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,AdYolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),23:20,Kukatpally,05h 49m,05:09,Benz Circle,4.3,"Starts from
INR 450",36 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,Sri Sanvi Tours and Travels,A/C Sleeper (2+1),23:12,Kukatpally,05h 41m,04:53,Benz Circle,4.5,"Starts from
INR 749",25 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,FRESHBUS,Electric A/C Seater (2+2),23:59,Kukatpally,06h 31m,06:30,Benz Circle,4.6,"Starts from
INR 549 449",31 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,NueGo,Electric A/C Seater/Sleeper (2+1),23:00,Kukatpally,07h 00m,06:00,Benz Circle,4.4,"Starts from
INR 403 383",21 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,Sri Durga Malleswari Travels,A/C Sleeper (2+1),23:10,Kukatpally,06h 15m,05:25,Benz Circle,4.4,"Starts from
INR 750 675",15 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,Sri KVR Travels,A/C Sleeper (2+1),23:35,Kukatpally,05h 50m,05:25,Benz Circle,4.5,"Starts from
INR 599",26 Seats available
Hyderabad to Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,556 Buses,NueGo,Electric A/C Seater (2+2),21:30,Jeedimetla,07h 15m,04:45,Rtc bus stand,4.3,"Starts from
INR 429 408",31 Seats available
